13:29:48 509	 start loadBaseParameter 
15:23:40 513	7 finish getImage
15:23:40 687	 1:start getImage
15:23:40 688	 2 getImage times:0
15:23:40 689	3  GrabFrame times:0,result=
15:23:40 696	 5 ImageProcess result=
15:23:40 700	7 finish getImage
15:23:40 702	 1:start getImage
15:23:40 702	 2 getImage times:0
15:23:40 704	3  GrabFrame times:0,result=
15:23:40 709	 5 ImageProcess result=
15:23:40 713	7 finish getImage
15:23:40 885	 1:start getImage
15:23:40 886	 2 getImage times:0
15:23:40 887	3  GrabFrame times:0,result=
15:23:40 894	 5 ImageProcess result=
15:23:40 898	7 finish getImage
15:23:40 900	 1:start getImage
15:23:40 900	 2 getImage times:0
15:23:40 904	3  GrabFrame times:0,result=
15:23:40 909	 5 ImageProcess result=
15:23:40 913	7 finish getImage
15:23:41 085	 1:start getImage
15:23:41 086	 2 getImage times:0
15:23:41 087	3  GrabFrame times:0,result=
15:23:41 094	 5 ImageProcess result=
15:23:41 097	7 finish getImage
15:23:41 099	 1:start getImage
15:23:41 099	 2 getImage times:0
15:23:41 104	3  GrabFrame times:0,result=
15:23:41 109	 5 ImageProcess result=
15:23:41 113	7 finish getImage
15:23:41 285	 1:start getImage
15:23:41 286	 2 getImage times:0
15:23:41 287	3  GrabFrame times:0,result=
15:23:41 293	 5 ImageProcess result=
15:23:41 297	7 finish getImage
15:23:41 299	 1:start getImage
15:23:41 300	 2 getImage times:0
15:23:41 304	3  GrabFrame times:0,result=
15:23:41 310	 5 ImageProcess result=
15:23:41 313	7 finish getImage
15:23:41 485	 1:start getImage
15:23:41 486	 2 getImage times:0
15:23:41 487	3  GrabFrame times:0,result=
15:23:41 494	 5 ImageProcess result=
15:23:41 498	7 finish getImage
15:23:41 499	 1:start getImage
15:23:41 500	 2 getImage times:0
15:23:41 504	3  GrabFrame times:0,result=
15:23:41 509	 5 ImageProcess result=
15:23:41 513	7 finish getImage
15:23:41 685	 1:start getImage
15:23:41 686	 2 getImage times:0
15:23:41 687	3  GrabFrame times:0,result=
15:23:41 694	 5 ImageProcess result=
15:23:41 697	7 finish getImage
15:23:41 699	 1:start getImage
15:23:41 700	 2 getImage times:0
15:23:41 704	3  GrabFrame times:0,result=
15:23:41 709	 5 ImageProcess result=
15:23:41 713	7 finish getImage
15:23:41 885	 1:start getImage
15:23:41 886	 2 getImage times:0
15:23:41 887	3  GrabFrame times:0,result=
15:23:41 894	 5 ImageProcess result=
15:23:41 897	7 finish getImage
15:23:41 899	 1:start getImage
15:23:41 899	 2 getImage times:0
15:23:41 904	3  GrabFrame times:0,result=
15:23:41 909	 5 ImageProcess result=
15:23:41 913	7 finish getImage
15:23:42 085	 1:start getImage
15:23:42 086	 2 getImage times:0
15:23:42 087	3  GrabFrame times:0,result=
15:23:42 093	 5 ImageProcess result=
15:23:42 097	7 finish getImage
15:23:42 099	 1:start getImage
15:23:42 100	 2 getImage times:0
15:23:42 103	3  GrabFrame times:0,result=
15:23:42 109	 5 ImageProcess result=
15:23:42 112	7 finish getImage
15:23:42 285	 1:start getImage
15:23:42 286	 2 getImage times:0
15:23:42 287	3  GrabFrame times:0,result=
15:23:42 295	 5 ImageProcess result=
15:23:42 298	7 finish getImage
15:23:42 300	 1:start getImage
15:23:42 301	 2 getImage times:0
15:23:42 304	3  GrabFrame times:0,result=
15:23:42 309	 5 ImageProcess result=
15:23:42 312	7 finish getImage
15:23:42 485	 1:start getImage
15:23:42 486	 2 getImage times:0
15:23:42 487	3  GrabFrame times:0,result=
15:23:42 494	 5 ImageProcess result=
15:23:42 498	7 finish getImage
15:23:42 500	 1:start getImage
15:23:42 501	 2 getImage times:0
15:23:42 504	3  GrabFrame times:0,result=
15:23:42 509	 5 ImageProcess result=
15:23:42 512	7 finish getImage
15:23:42 685	 1:start getImage
15:23:42 686	 2 getImage times:0
15:23:42 687	3  GrabFrame times:0,result=
15:23:42 692	 5 ImageProcess result=
15:23:42 695	7 finish getImage
15:23:42 697	 1:start getImage
15:23:42 698	 2 getImage times:0
15:23:42 704	3  GrabFrame times:0,result=
15:23:42 709	 5 ImageProcess result=
15:23:42 712	7 finish getImage
15:23:42 889	 1:start getImage
15:23:42 890	 2 getImage times:0
15:23:42 891	3  GrabFrame times:0,result=
15:23:42 896	 5 ImageProcess result=
15:23:42 900	7 finish getImage
15:23:42 902	 1:start getImage
15:23:42 902	 2 getImage times:0
15:23:42 904	3  GrabFrame times:0,result=
15:23:42 909	 5 ImageProcess result=
15:23:42 912	7 finish getImage
15:23:43 087	 1:start getImage
15:23:43 088	 2 getImage times:0
15:23:43 089	3  GrabFrame times:0,result=
15:23:43 096	 5 ImageProcess result=
15:23:43 101	7 finish getImage
15:23:43 103	 1:start getImage
15:23:43 103	 2 getImage times:0
15:23:43 104	3  GrabFrame times:0,result=
15:23:43 109	 5 ImageProcess result=
15:23:43 113	7 finish getImage
15:23:43 288	 1:start getImage
15:23:43 288	 2 getImage times:0
15:23:43 289	3  GrabFrame times:0,result=
15:23:43 297	 5 ImageProcess result=
15:23:43 301	7 finish getImage
15:23:43 303	 1:start getImage
15:23:43 303	 2 getImage times:0
15:23:43 304	3  GrabFrame times:0,result=
15:23:43 310	 5 ImageProcess result=
15:23:43 313	7 finish getImage
15:23:43 487	 1:start getImage
15:23:43 488	 2 getImage times:0
15:23:43 489	3  GrabFrame times:0,result=
15:23:43 495	 5 ImageProcess result=
15:23:43 499	7 finish getImage
15:23:43 501	 1:start getImage
15:23:43 501	 2 getImage times:0
15:23:43 504	3  GrabFrame times:0,result=
15:23:43 509	 5 ImageProcess result=
15:23:43 513	7 finish getImage
15:23:43 686	 1:start getImage
15:23:43 686	 2 getImage times:0
15:23:43 688	3  GrabFrame times:0,result=
15:23:43 695	 5 ImageProcess result=
15:23:43 699	7 finish getImage
15:23:43 701	 1:start getImage
15:23:43 701	 2 getImage times:0
15:23:43 704	3  GrabFrame times:0,result=
15:23:43 709	 5 ImageProcess result=
15:23:43 712	7 finish getImage
15:23:43 885	 1:start getImage
15:23:43 886	 2 getImage times:0
15:23:43 887	3  GrabFrame times:0,result=
15:23:43 892	 5 ImageProcess result=
15:23:43 897	7 finish getImage
15:23:43 900	 1:start getImage
15:23:43 900	 2 getImage times:0
15:23:43 903	3  GrabFrame times:0,result=
15:23:43 909	 5 ImageProcess result=
15:23:43 912	7 finish getImage
15:23:44 087	 1:start getImage
15:23:44 087	 2 getImage times:0
15:23:44 088	3  GrabFrame times:0,result=
15:23:44 096	 5 ImageProcess result=
15:23:44 100	7 finish getImage
15:23:44 102	 1:start getImage
15:23:44 102	 2 getImage times:0
15:23:44 104	3  GrabFrame times:0,result=
15:23:44 108	 5 ImageProcess result=
15:23:44 112	7 finish getImage
15:23:44 286	 1:start getImage
15:23:44 287	 2 getImage times:0
15:23:44 288	3  GrabFrame times:0,result=
15:23:44 294	 5 ImageProcess result=
15:23:44 301	7 finish getImage
15:23:44 303	 1:start getImage
15:23:44 304	 2 getImage times:0
15:23:44 305	3  GrabFrame times:0,result=
15:23:44 310	 5 ImageProcess result=
15:23:44 314	7 finish getImage
15:23:44 488	 1:start getImage
15:23:44 489	 2 getImage times:0
15:23:44 490	3  GrabFrame times:0,result=
15:23:44 495	 5 ImageProcess result=
15:23:44 499	7 finish getImage
15:23:44 501	 1:start getImage
15:23:44 501	 2 getImage times:0
15:23:44 504	3  GrabFrame times:0,result=
15:23:44 509	 5 ImageProcess result=
15:23:44 512	7 finish getImage
15:23:44 687	 1:start getImage
15:23:44 688	 2 getImage times:0
15:23:44 689	3  GrabFrame times:0,result=
15:23:44 694	 5 ImageProcess result=
15:23:44 698	7 finish getImage
15:23:44 699	 1:start getImage
15:23:44 700	 2 getImage times:0
15:23:44 704	3  GrabFrame times:0,result=
15:23:44 709	 5 ImageProcess result=
15:23:44 712	7 finish getImage
15:23:44 887	 1:start getImage
15:23:44 888	 2 getImage times:0
15:23:44 889	3  GrabFrame times:0,result=
15:23:44 894	 5 ImageProcess result=
15:23:44 897	7 finish getImage
15:23:44 899	 1:start getImage
15:23:44 899	 2 getImage times:0
15:23:44 904	3  GrabFrame times:0,result=
15:23:44 909	 5 ImageProcess result=
15:23:44 913	7 finish getImage
15:23:45 088	 1:start getImage
15:23:45 088	 2 getImage times:0
15:23:45 089	3  GrabFrame times:0,result=
15:23:45 094	 5 ImageProcess result=
15:23:45 098	7 finish getImage
15:23:45 099	 1:start getImage
15:23:45 100	 2 getImage times:0
15:23:45 104	3  GrabFrame times:0,result=
15:23:45 109	 5 ImageProcess result=
15:23:45 112	7 finish getImage
15:23:45 287	 1:start getImage
15:23:45 288	 2 getImage times:0
15:23:45 289	3  GrabFrame times:0,result=
15:23:45 294	 5 ImageProcess result=
15:23:45 298	7 finish getImage
15:23:45 300	 1:start getImage
15:23:45 300	 2 getImage times:0
15:23:45 304	3  GrabFrame times:0,result=
15:23:45 309	 5 ImageProcess result=
15:23:45 313	7 finish getImage
15:23:45 487	 1:start getImage
15:23:45 488	 2 getImage times:0
15:23:45 489	3  GrabFrame times:0,result=
15:23:45 494	 5 ImageProcess result=
15:23:45 497	7 finish getImage
15:23:45 499	 1:start getImage
15:23:45 499	 2 getImage times:0
15:23:45 503	3  GrabFrame times:0,result=
15:23:45 508	 5 ImageProcess result=
15:23:45 512	7 finish getImage
15:23:45 686	 1:start getImage
15:23:45 687	 2 getImage times:0
15:23:45 688	3  GrabFrame times:0,result=
15:23:45 694	 5 ImageProcess result=
15:23:45 698	7 finish getImage
15:23:45 701	 1:start getImage
15:23:45 701	 2 getImage times:0
15:23:45 704	3  GrabFrame times:0,result=
15:23:45 709	 5 ImageProcess result=
15:23:45 712	7 finish getImage
15:23:45 884	 1:start getImage
15:23:45 885	 2 getImage times:0
15:23:45 886	3  GrabFrame times:0,result=
15:23:45 892	 5 ImageProcess result=
15:23:45 896	7 finish getImage
15:23:45 897	 1:start getImage
15:23:45 898	 2 getImage times:0
15:23:45 904	3  GrabFrame times:0,result=
15:23:45 909	 5 ImageProcess result=
15:23:45 912	7 finish getImage
15:23:46 084	 1:start getImage
15:23:46 085	 2 getImage times:0
15:23:46 086	3  GrabFrame times:0,result=
15:23:46 092	 5 ImageProcess result=
15:23:46 096	7 finish getImage
15:23:46 098	 1:start getImage
15:23:46 098	 2 getImage times:0
15:23:46 104	3  GrabFrame times:0,result=
15:23:46 109	 5 ImageProcess result=
15:23:46 113	7 finish getImage
15:23:46 285	 1:start getImage
15:23:46 286	 2 getImage times:0
15:23:46 287	3  GrabFrame times:0,result=
15:23:46 295	 5 ImageProcess result=
15:23:46 298	7 finish getImage
15:23:46 300	 1:start getImage
15:23:46 300	 2 getImage times:0
15:23:46 304	3  GrabFrame times:0,result=
15:23:46 310	 5 ImageProcess result=
15:23:46 313	7 finish getImage
15:23:46 485	 1:start getImage
15:23:46 486	 2 getImage times:0
15:23:46 487	3  GrabFrame times:0,result=
15:23:46 493	 5 ImageProcess result=
15:23:46 496	7 finish getImage
15:23:46 499	 1:start getImage
15:23:46 499	 2 getImage times:0
15:23:46 504	3  GrabFrame times:0,result=
15:23:46 509	 5 ImageProcess result=
15:23:46 513	7 finish getImage
15:23:46 685	 1:start getImage
15:23:46 686	 2 getImage times:0
15:23:46 687	3  GrabFrame times:0,result=
15:23:46 693	 5 ImageProcess result=
15:23:46 697	7 finish getImage
15:23:46 699	 1:start getImage
15:23:46 699	 2 getImage times:0
15:23:46 704	3  GrabFrame times:0,result=
15:23:46 709	 5 ImageProcess result=
15:23:46 713	7 finish getImage
15:23:46 884	 1:start getImage
15:23:46 885	 2 getImage times:0
15:23:46 886	3  GrabFrame times:0,result=
15:23:46 892	 5 ImageProcess result=
15:23:46 895	7 finish getImage
15:23:46 898	 1:start getImage
15:23:46 898	 2 getImage times:0
15:23:46 905	3  GrabFrame times:0,result=
15:23:46 911	 5 ImageProcess result=
15:23:46 916	7 finish getImage
15:23:47 094	 1:start getImage
15:23:47 094	 2 getImage times:0
15:23:47 095	3  GrabFrame times:0,result=
15:23:47 102	 5 ImageProcess result=
15:23:47 106	7 finish getImage
15:23:47 108	 1:start getImage
15:23:47 109	 2 getImage times:0
15:23:47 110	3  GrabFrame times:0,result=
15:23:47 115	 5 ImageProcess result=
15:23:47 119	7 finish getImage
15:23:47 293	 1:start getImage
15:23:47 294	 2 getImage times:0
15:23:47 295	3  GrabFrame times:0,result=
15:23:47 301	 5 ImageProcess result=
15:23:47 305	7 finish getImage
15:23:47 307	 1:start getImage
15:23:47 308	 2 getImage times:0
15:23:47 309	3  GrabFrame times:0,result=
15:23:47 314	 5 ImageProcess result=
15:23:47 317	7 finish getImage
15:23:47 491	 1:start getImage
15:23:47 491	 2 getImage times:0
15:23:47 492	3  GrabFrame times:0,result=
15:23:47 499	 5 ImageProcess result=
15:23:47 503	7 finish getImage
15:23:47 504	 1:start getImage
15:23:47 505	 2 getImage times:0
15:23:47 506	3  GrabFrame times:0,result=
15:23:47 511	 5 ImageProcess result=
15:23:47 515	7 finish getImage
15:23:47 689	 1:start getImage
15:23:47 690	 2 getImage times:0
15:23:47 691	3  GrabFrame times:0,result=
15:23:47 697	 5 ImageProcess result=
15:23:47 701	7 finish getImage
15:23:47 703	 1:start getImage
15:23:47 704	 2 getImage times:0
15:23:47 705	3  GrabFrame times:0,result=
15:23:47 710	 5 ImageProcess result=
15:23:47 713	7 finish getImage
15:23:47 886	 1:start getImage
15:23:47 887	 2 getImage times:0
15:23:47 888	3  GrabFrame times:0,result=
15:23:47 894	 5 ImageProcess result=
15:23:47 899	7 finish getImage
15:23:47 900	 1:start getImage
15:23:47 901	 2 getImage times:0
15:23:47 904	3  GrabFrame times:0,result=
15:23:47 909	 5 ImageProcess result=
15:23:47 912	7 finish getImage
15:23:48 085	 1:start getImage
15:23:48 086	 2 getImage times:0
15:23:48 087	3  GrabFrame times:0,result=
15:23:48 093	 5 ImageProcess result=
15:23:48 097	7 finish getImage
15:23:48 099	 1:start getImage
15:23:48 100	 2 getImage times:0
15:23:48 104	3  GrabFrame times:0,result=
15:23:48 109	 5 ImageProcess result=
15:23:48 113	7 finish getImage
15:23:48 287	 1:start getImage
15:23:48 288	 2 getImage times:0
15:23:48 289	3  GrabFrame times:0,result=
15:23:48 296	 5 ImageProcess result=
15:23:48 300	7 finish getImage
15:23:48 302	 1:start getImage
15:23:48 302	 2 getImage times:0
15:23:48 304	3  GrabFrame times:0,result=
15:23:48 309	 5 ImageProcess result=
15:23:48 313	7 finish getImage
15:23:48 485	 1:start getImage
15:23:48 486	 2 getImage times:0
15:23:48 487	3  GrabFrame times:0,result=
15:23:48 493	 5 ImageProcess result=
15:23:48 497	7 finish getImage
15:23:48 499	 1:start getImage
15:23:48 499	 2 getImage times:0
15:23:48 504	3  GrabFrame times:0,result=
15:23:48 509	 5 ImageProcess result=
15:23:48 513	7 finish getImage
15:23:48 686	 1:start getImage
15:23:48 687	 2 getImage times:0
15:23:48 688	3  GrabFrame times:0,result=
15:23:48 696	 5 ImageProcess result=
15:23:48 700	7 finish getImage
15:23:48 701	 1:start getImage
15:23:48 701	 2 getImage times:0
15:23:48 704	3  GrabFrame times:0,result=
15:23:48 709	 5 ImageProcess result=
15:23:48 713	7 finish getImage
15:23:48 888	 1:start getImage
15:23:48 889	 2 getImage times:0
15:23:48 890	3  GrabFrame times:0,result=
15:23:48 896	 5 ImageProcess result=
15:23:48 900	7 finish getImage
15:23:48 902	 1:start getImage
15:23:48 903	 2 getImage times:0
15:23:48 904	3  GrabFrame times:0,result=
15:23:48 910	 5 ImageProcess result=
15:23:48 913	7 finish getImage
15:23:49 084	 1:start getImage
15:23:49 085	 2 getImage times:0
15:23:49 086	3  GrabFrame times:0,result=
15:23:49 092	 5 ImageProcess result=
15:23:49 096	7 finish getImage
15:23:49 098	 1:start getImage
15:23:49 098	 2 getImage times:0
15:23:49 103	3  GrabFrame times:0,result=
15:23:49 109	 5 ImageProcess result=
15:23:49 112	7 finish getImage
15:23:49 285	 1:start getImage
15:23:49 286	 2 getImage times:0
15:23:49 287	3  GrabFrame times:0,result=
15:23:49 294	 5 ImageProcess result=
15:23:49 298	7 finish getImage
15:23:49 300	 1:start getImage
15:23:49 300	 2 getImage times:0
15:23:49 304	3  GrabFrame times:0,result=
15:23:49 309	 5 ImageProcess result=
15:23:49 312	7 finish getImage
15:23:49 485	 1:start getImage
15:23:49 486	 2 getImage times:0
15:23:49 487	3  GrabFrame times:0,result=
15:23:49 494	 5 ImageProcess result=
15:23:49 498	7 finish getImage
15:23:49 499	 1:start getImage
15:23:49 500	 2 getImage times:0
15:23:49 504	3  GrabFrame times:0,result=
15:23:49 509	 5 ImageProcess result=
15:23:49 513	7 finish getImage
15:23:49 685	 1:start getImage
15:23:49 686	 2 getImage times:0
15:23:49 687	3  GrabFrame times:0,result=
15:23:49 693	 5 ImageProcess result=
15:23:49 697	7 finish getImage
15:23:49 699	 1:start getImage
15:23:49 700	 2 getImage times:0
15:23:49 704	3  GrabFrame times:0,result=
15:23:49 709	 5 ImageProcess result=
15:23:49 712	7 finish getImage
15:23:49 893	 1:start getImage
15:23:49 894	 2 getImage times:0
15:23:49 895	3  GrabFrame times:0,result=
15:23:49 903	 5 ImageProcess result=
15:23:49 907	7 finish getImage
15:23:49 909	 1:start getImage
15:23:49 909	 2 getImage times:0
15:23:49 910	3  GrabFrame times:0,result=
15:23:49 915	 5 ImageProcess result=
15:23:49 919	7 finish getImage
15:23:50 091	 1:start getImage
