13:43:52 856	 start loadBaseParameter 
15:00:33 918	3  GrabFrame times:0,result=
15:00:33 969	 2 getImage times:1
15:00:33 969	3  GrabFrame times:1,result=
15:00:34 021	 2 getImage times:2
15:00:34 021	3  GrabFrame times:2,result=
15:00:34 074	 1:start getImage
15:00:34 075	 2 getImage times:0
15:00:34 075	3  GrabFrame times:0,result=
15:00:34 127	 2 getImage times:1
15:00:34 127	3  GrabFrame times:1,result=
15:00:34 179	 2 getImage times:2
15:00:34 179	3  GrabFrame times:2,result=
15:00:34 232	 1:start getImage
15:00:34 233	 2 getImage times:0
15:00:34 233	3  GrabFrame times:0,result=
15:00:34 284	 2 getImage times:1
15:00:34 284	3  GrabFrame times:1,result=
15:00:34 336	 2 getImage times:2
15:00:34 336	3  GrabFrame times:2,result=
15:00:34 389	 1:start getImage
15:00:34 390	 2 getImage times:0
15:00:34 390	3  GrabFrame times:0,result=
15:00:34 442	 2 getImage times:1
15:00:34 442	3  GrabFrame times:1,result=
15:00:34 494	 2 getImage times:2
15:00:34 494	3  GrabFrame times:2,result=
15:00:34 547	 1:start getImage
15:00:34 548	 2 getImage times:0
15:00:34 548	3  GrabFrame times:0,result=
15:00:34 600	 2 getImage times:1
15:00:34 600	3  GrabFrame times:1,result=
15:00:34 652	 2 getImage times:2
15:00:34 652	3  GrabFrame times:2,result=
15:00:34 705	 1:start getImage
15:00:34 706	 2 getImage times:0
15:00:34 706	3  GrabFrame times:0,result=
15:00:34 758	 2 getImage times:1
15:00:34 758	3  GrabFrame times:1,result=
15:00:34 810	 2 getImage times:2
15:00:34 810	3  GrabFrame times:2,result=
15:00:35 031	 1:start getImage
15:00:35 032	 2 getImage times:0
15:00:35 032	3  GrabFrame times:0,result=
15:00:35 084	 2 getImage times:1
15:00:35 084	3  GrabFrame times:1,result=
15:00:35 136	 2 getImage times:2
15:00:35 136	3  GrabFrame times:2,result=
15:00:35 189	 1:start getImage
15:00:35 190	 2 getImage times:0
15:00:35 190	3  GrabFrame times:0,result=
15:00:35 242	 2 getImage times:1
15:00:35 242	3  GrabFrame times:1,result=
15:00:35 294	 2 getImage times:2
15:00:35 294	3  GrabFrame times:2,result=
15:00:35 346	 1:start getImage
15:00:35 347	 2 getImage times:0
15:00:35 347	3  GrabFrame times:0,result=
15:00:35 398	 2 getImage times:1
15:00:35 398	3  GrabFrame times:1,result=
15:00:35 450	 2 getImage times:2
15:00:35 450	3  GrabFrame times:2,result=
15:00:35 503	 1:start getImage
15:00:35 504	 2 getImage times:0
15:00:35 504	3  GrabFrame times:0,result=
15:00:35 556	 2 getImage times:1
15:00:35 556	3  GrabFrame times:1,result=
15:00:35 608	 2 getImage times:2
15:00:35 608	3  GrabFrame times:2,result=
15:00:35 661	 1:start getImage
15:00:35 662	 2 getImage times:0
15:00:35 662	3  GrabFrame times:0,result=
15:00:35 714	 2 getImage times:1
15:00:35 714	3  GrabFrame times:1,result=
15:00:35 766	 2 getImage times:2
15:00:35 766	3  GrabFrame times:2,result=
15:00:35 820	 1:start getImage
15:00:35 821	 2 getImage times:0
15:00:35 821	3  GrabFrame times:0,result=
15:00:35 876	 2 getImage times:1
15:00:35 877	3  GrabFrame times:1,result=
15:00:35 928	 2 getImage times:2
15:00:35 928	3  GrabFrame times:2,result=
15:00:36 169	 1:start getImage
15:00:36 169	 2 getImage times:0
15:00:36 170	3  GrabFrame times:0,result=
15:00:36 221	 2 getImage times:1
15:00:36 221	3  GrabFrame times:1,result=
15:00:36 273	 2 getImage times:2
15:00:36 273	3  GrabFrame times:2,result=
15:00:36 328	 1:start getImage
15:00:36 329	 2 getImage times:0
15:00:36 330	3  GrabFrame times:0,result=
15:00:36 382	 2 getImage times:1
15:00:36 384	3  GrabFrame times:1,result=
15:00:36 436	 2 getImage times:2
15:00:36 436	3  GrabFrame times:2,result=
15:00:36 489	 1:start getImage
15:00:36 490	 2 getImage times:0
15:00:36 490	3  GrabFrame times:0,result=
15:00:36 542	 2 getImage times:1
15:00:36 543	3  GrabFrame times:1,result=
15:00:36 595	 2 getImage times:2
15:00:36 596	3  GrabFrame times:2,result=
15:00:36 650	 1:start getImage
15:00:36 650	 2 getImage times:0
15:00:36 651	3  GrabFrame times:0,result=
15:00:36 702	 2 getImage times:1
15:00:36 703	3  GrabFrame times:1,result=
15:00:36 755	 2 getImage times:2
15:00:36 757	3  GrabFrame times:2,result=
15:00:36 813	 1:start getImage
15:00:36 814	 2 getImage times:0
15:00:36 815	3  GrabFrame times:0,result=
15:00:36 867	 2 getImage times:1
15:00:36 867	3  GrabFrame times:1,result=
15:00:36 919	 2 getImage times:2
15:00:36 920	3  GrabFrame times:2,result=
15:00:36 973	 1:start getImage
15:00:36 974	 2 getImage times:0
15:00:36 974	3  GrabFrame times:0,result=
15:00:37 026	 2 getImage times:1
15:00:37 028	3  GrabFrame times:1,result=
15:00:37 080	 2 getImage times:2
15:00:37 082	3  GrabFrame times:2,result=
15:00:37 302	 1:start getImage
15:00:37 303	 2 getImage times:0
15:00:37 303	3  GrabFrame times:0,result=
15:00:37 355	 2 getImage times:1
15:00:37 356	3  GrabFrame times:1,result=
15:00:37 407	 2 getImage times:2
15:00:37 407	3  GrabFrame times:2,result=
15:00:37 464	 1:start getImage
15:00:37 465	 2 getImage times:0
15:00:37 466	3  GrabFrame times:0,result=
15:00:37 517	 2 getImage times:1
15:00:37 517	3  GrabFrame times:1,result=
15:00:37 569	 2 getImage times:2
15:00:37 569	3  GrabFrame times:2,result=
15:00:37 622	 1:start getImage
15:00:37 623	 2 getImage times:0
15:00:37 623	3  GrabFrame times:0,result=
15:00:37 675	 2 getImage times:1
15:00:37 675	3  GrabFrame times:1,result=
15:00:37 727	 2 getImage times:2
15:00:37 727	3  GrabFrame times:2,result=
15:00:37 780	 1:start getImage
15:00:37 781	 2 getImage times:0
15:00:37 781	3  GrabFrame times:0,result=
15:00:37 833	 2 getImage times:1
15:00:37 833	3  GrabFrame times:1,result=
15:00:37 885	 2 getImage times:2
15:00:37 885	3  GrabFrame times:2,result=
15:00:37 938	 1:start getImage
15:00:37 939	 2 getImage times:0
15:00:37 939	3  GrabFrame times:0,result=
15:00:37 991	 2 getImage times:1
15:00:37 991	3  GrabFrame times:1,result=
15:00:38 043	 2 getImage times:2
15:00:38 044	3  GrabFrame times:2,result=
15:00:38 096	 1:start getImage
15:00:38 097	 2 getImage times:0
15:00:38 097	3  GrabFrame times:0,result=
15:00:38 149	 2 getImage times:1
15:00:38 149	3  GrabFrame times:1,result=
15:00:38 201	 2 getImage times:2
15:00:38 201	3  GrabFrame times:2,result=
15:00:38 420	 1:start getImage
15:00:38 421	 2 getImage times:0
15:00:38 421	3  GrabFrame times:0,result=
15:00:38 472	 2 getImage times:1
15:00:38 472	3  GrabFrame times:1,result=
15:00:38 524	 2 getImage times:2
15:00:38 524	3  GrabFrame times:2,result=
15:00:38 576	 1:start getImage
15:00:38 577	 2 getImage times:0
15:00:38 577	3  GrabFrame times:0,result=
15:00:38 629	 2 getImage times:1
15:00:38 629	3  GrabFrame times:1,result=
15:00:38 681	 2 getImage times:2
15:00:38 681	3  GrabFrame times:2,result=
15:00:38 734	 1:start getImage
15:00:38 735	 2 getImage times:0
15:00:38 735	3  GrabFrame times:0,result=
15:00:38 786	 2 getImage times:1
15:00:38 786	3  GrabFrame times:1,result=
15:00:38 838	 2 getImage times:2
15:00:38 838	3  GrabFrame times:2,result=
15:00:38 891	 1:start getImage
15:00:38 892	 2 getImage times:0
15:00:38 892	3  GrabFrame times:0,result=
15:00:38 944	 2 getImage times:1
15:00:38 944	3  GrabFrame times:1,result=
15:00:38 996	 2 getImage times:2
15:00:38 996	3  GrabFrame times:2,result=
15:00:39 049	 1:start getImage
15:00:39 050	 2 getImage times:0
15:00:39 050	3  GrabFrame times:0,result=
15:00:39 102	 2 getImage times:1
15:00:39 102	3  GrabFrame times:1,result=
15:00:39 154	 2 getImage times:2
15:00:39 154	3  GrabFrame times:2,result=
15:00:39 207	 1:start getImage
15:00:39 208	 2 getImage times:0
15:00:39 208	3  GrabFrame times:0,result=
15:00:39 260	 2 getImage times:1
15:00:39 260	3  GrabFrame times:1,result=
15:00:39 312	 2 getImage times:2
15:00:39 312	3  GrabFrame times:2,result=
15:00:39 531	 1:start getImage
15:00:39 532	 2 getImage times:0
15:00:39 532	3  GrabFrame times:0,result=
15:00:39 584	 2 getImage times:1
15:00:39 584	3  GrabFrame times:1,result=
15:00:39 636	 2 getImage times:2
15:00:39 636	3  GrabFrame times:2,result=
15:00:39 689	 1:start getImage
15:00:39 690	 2 getImage times:0
15:00:39 690	3  GrabFrame times:0,result=
15:00:39 742	 2 getImage times:1
15:00:39 742	3  GrabFrame times:1,result=
15:00:39 794	 2 getImage times:2
15:00:39 794	3  GrabFrame times:2,result=
15:00:39 847	 1:start getImage
15:00:39 848	 2 getImage times:0
15:00:39 848	3  GrabFrame times:0,result=
15:00:39 900	 2 getImage times:1
15:00:39 900	3  GrabFrame times:1,result=
15:00:39 952	 2 getImage times:2
15:00:39 952	3  GrabFrame times:2,result=
15:00:40 005	 1:start getImage
15:00:40 006	 2 getImage times:0
15:00:40 006	3  GrabFrame times:0,result=
15:00:40 058	 2 getImage times:1
15:00:40 058	3  GrabFrame times:1,result=
15:00:40 110	 2 getImage times:2
15:00:40 110	3  GrabFrame times:2,result=
15:00:40 163	 1:start getImage
15:00:40 164	 2 getImage times:0
15:00:40 164	3  GrabFrame times:0,result=
15:00:40 216	 2 getImage times:1
15:00:40 216	3  GrabFrame times:1,result=
15:00:40 268	 2 getImage times:2
15:00:40 268	3  GrabFrame times:2,result=
15:00:40 320	 1:start getImage
15:00:40 321	 2 getImage times:0
15:00:40 321	3  GrabFrame times:0,result=
15:00:40 373	 2 getImage times:1
15:00:40 373	3  GrabFrame times:1,result=
15:00:40 425	 2 getImage times:2
15:00:40 425	3  GrabFrame times:2,result=
15:00:40 645	 1:start getImage
15:00:40 646	 2 getImage times:0
15:00:40 646	3  GrabFrame times:0,result=
15:00:40 698	 2 getImage times:1
15:00:40 698	3  GrabFrame times:1,result=
15:00:40 750	 2 getImage times:2
15:00:40 750	3  GrabFrame times:2,result=
15:00:40 803	 1:start getImage
15:00:40 804	 2 getImage times:0
15:00:40 804	3  GrabFrame times:0,result=
15:00:40 856	 2 getImage times:1
15:00:40 856	3  GrabFrame times:1,result=
15:00:40 908	 2 getImage times:2
15:00:40 908	3  GrabFrame times:2,result=
15:00:40 961	 1:start getImage
15:00:40 962	 2 getImage times:0
15:00:40 962	3  GrabFrame times:0,result=
15:00:41 014	 2 getImage times:1
15:00:41 014	3  GrabFrame times:1,result=
15:00:41 066	 2 getImage times:2
15:00:41 066	3  GrabFrame times:2,result=
15:00:41 119	 1:start getImage
15:00:41 120	 2 getImage times:0
15:00:41 120	3  GrabFrame times:0,result=
15:00:41 172	 2 getImage times:1
15:00:41 172	3  GrabFrame times:1,result=
15:00:41 224	 2 getImage times:2
15:00:41 224	3  GrabFrame times:2,result=
15:00:41 277	 1:start getImage
15:00:41 278	 2 getImage times:0
15:00:41 278	3  GrabFrame times:0,result=
15:00:41 330	 2 getImage times:1
15:00:41 330	3  GrabFrame times:1,result=
15:00:41 382	 2 getImage times:2
15:00:41 382	3  GrabFrame times:2,result=
15:00:41 435	 1:start getImage
15:00:41 436	 2 getImage times:0
15:00:41 436	3  GrabFrame times:0,result=
15:00:41 488	 2 getImage times:1
15:00:41 488	3  GrabFrame times:1,result=
15:00:41 540	 2 getImage times:2
15:00:41 540	3  GrabFrame times:2,result=
15:00:41 762	 1:start getImage
15:00:41 763	 2 getImage times:0
15:00:41 763	3  GrabFrame times:0,result=
15:00:41 815	 2 getImage times:1
15:00:41 815	3  GrabFrame times:1,result=
15:00:41 867	 2 getImage times:2
15:00:41 867	3  GrabFrame times:2,result=
15:00:41 920	 1:start getImage
15:00:41 921	 2 getImage times:0
15:00:41 921	3  GrabFrame times:0,result=
15:00:41 973	 2 getImage times:1
15:00:41 973	3  GrabFrame times:1,result=
15:00:42 025	 2 getImage times:2
15:00:42 025	3  GrabFrame times:2,result=
15:00:42 077	 1:start getImage
15:00:42 078	 2 getImage times:0
15:00:42 078	3  GrabFrame times:0,result=
15:00:42 130	 2 getImage times:1
15:00:42 130	3  GrabFrame times:1,result=
15:00:42 182	 2 getImage times:2
15:00:42 182	3  GrabFrame times:2,result=
15:00:42 235	 1:start getImage
15:00:42 236	 2 getImage times:0
15:00:42 236	3  GrabFrame times:0,result=
15:00:42 287	 2 getImage times:1
15:00:42 287	3  GrabFrame times:1,result=
15:00:42 339	 2 getImage times:2
15:00:42 339	3  GrabFrame times:2,result=
15:00:42 392	 1:start getImage
15:00:42 393	 2 getImage times:0
15:00:42 393	3  GrabFrame times:0,result=
15:00:42 445	 2 getImage times:1
15:00:42 445	3  GrabFrame times:1,result=
15:00:42 497	 2 getImage times:2
15:00:42 497	3  GrabFrame times:2,result=
15:00:42 550	 1:start getImage
15:00:42 551	 2 getImage times:0
15:00:42 551	3  GrabFrame times:0,result=
15:00:42 603	 2 getImage times:1
15:00:42 604	3  GrabFrame times:1,result=
15:00:42 655	 2 getImage times:2
15:00:42 655	3  GrabFrame times:2,result=
15:00:42 876	 1:start getImage
15:00:42 877	 2 getImage times:0
15:00:42 877	3  GrabFrame times:0,result=
15:00:42 928	 2 getImage times:1
15:00:42 928	3  GrabFrame times:1,result=
15:00:42 980	 2 getImage times:2
15:00:42 980	3  GrabFrame times:2,result=
15:00:43 033	 1:start getImage
15:00:43 034	 2 getImage times:0
15:00:43 034	3  GrabFrame times:0,result=
15:00:43 086	 2 getImage times:1
15:00:43 086	3  GrabFrame times:1,result=
15:00:43 138	 2 getImage times:2
15:00:43 138	3  GrabFrame times:2,result=
15:00:43 191	 1:start getImage
15:00:43 192	 2 getImage times:0
15:00:43 192	3  GrabFrame times:0,result=
15:00:43 244	 2 getImage times:1
15:00:43 244	3  GrabFrame times:1,result=
15:00:43 296	 2 getImage times:2
15:00:43 296	3  GrabFrame times:2,result=
15:00:43 349	 1:start getImage
15:00:43 349	 2 getImage times:0
15:00:43 350	3  GrabFrame times:0,result=
15:00:43 402	 2 getImage times:1
15:00:43 403	3  GrabFrame times:1,result=
15:00:43 454	 2 getImage times:2
15:00:43 455	3  GrabFrame times:2,result=
15:00:43 507	 1:start getImage
15:00:43 508	 2 getImage times:0
15:00:43 508	3  GrabFrame times:0,result=
15:00:43 560	 2 getImage times:1
15:00:43 560	3  GrabFrame times:1,result=
15:00:43 612	 2 getImage times:2
15:00:43 612	3  GrabFrame times:2,result=
15:00:43 665	 1:start getImage
15:00:43 666	 2 getImage times:0
15:00:43 666	3  GrabFrame times:0,result=
15:00:43 718	 2 getImage times:1
15:00:43 718	3  GrabFrame times:1,result=
15:00:43 770	 2 getImage times:2
15:00:43 770	3  GrabFrame times:2,result=
15:00:43 994	 1:start getImage
15:00:43 995	 2 getImage times:0
15:00:43 995	3  GrabFrame times:0,result=
15:00:44 047	 2 getImage times:1
15:00:44 047	3  GrabFrame times:1,result=
15:00:44 099	 2 getImage times:2
15:00:44 099	3  GrabFrame times:2,result=
15:00:44 152	 1:start getImage
15:00:44 153	 2 getImage times:0
15:00:44 154	3  GrabFrame times:0,result=
15:00:44 205	 2 getImage times:1
15:00:44 205	3  GrabFrame times:1,result=
15:00:44 257	 2 getImage times:2
15:00:44 257	3  GrabFrame times:2,result=
15:00:44 310	 1:start getImage
15:00:44 311	 2 getImage times:0
15:00:44 311	3  GrabFrame times:0,result=
15:00:44 363	 2 getImage times:1
15:00:44 363	3  GrabFrame times:1,result=
15:00:44 415	 2 getImage times:2
15:00:44 416	3  GrabFrame times:2,result=
15:00:44 468	 1:start getImage
15:00:44 469	 2 getImage times:0
15:00:44 469	3  GrabFrame times:0,result=
15:00:44 521	 2 getImage times:1
15:00:44 521	3  GrabFrame times:1,result=
15:00:44 573	 2 getImage times:2
15:00:44 573	3  GrabFrame times:2,result=
15:00:44 626	 1:start getImage
15:00:44 627	 2 getImage times:0
15:00:44 627	3  GrabFrame times:0,result=
15:00:44 679	 2 getImage times:1
15:00:44 679	3  GrabFrame times:1,result=
15:00:44 731	 2 getImage times:2
15:00:44 731	3  GrabFrame times:2,result=
15:00:44 784	 1:start getImage
15:00:44 785	 2 getImage times:0
15:00:44 786	3  GrabFrame times:0,result=
15:00:44 837	 2 getImage times:1
15:00:44 837	3  GrabFrame times:1,result=
15:00:44 889	 2 getImage times:2
15:00:44 889	3  GrabFrame times:2,result=
15:00:45 111	 1:start getImage
15:00:45 112	 2 getImage times:0
15:00:45 112	3  GrabFrame times:0,result=
15:00:45 164	 2 getImage times:1
15:00:45 164	3  GrabFrame times:1,result=
15:00:45 216	 2 getImage times:2
15:00:45 216	3  GrabFrame times:2,result=
15:00:45 269	 1:start getImage
15:00:45 270	 2 getImage times:0
15:00:45 270	3  GrabFrame times:0,result=
15:00:45 322	 2 getImage times:1
15:00:45 322	3  GrabFrame times:1,result=
15:00:45 374	 2 getImage times:2
15:00:45 374	3  GrabFrame times:2,result=
15:00:45 427	 1:start getImage
15:00:45 428	 2 getImage times:0
15:00:45 428	3  GrabFrame times:0,result=
15:00:45 480	 2 getImage times:1
15:00:45 480	3  GrabFrame times:1,result=
15:00:45 532	 2 getImage times:2
15:00:45 532	3  GrabFrame times:2,result=
15:00:45 584	 1:start getImage
15:00:45 585	 2 getImage times:0
15:00:45 585	3  GrabFrame times:0,result=
15:00:45 636	 2 getImage times:1
15:00:45 636	3  GrabFrame times:1,result=
15:00:45 688	 2 getImage times:2
15:00:45 688	3  GrabFrame times:2,result=
15:00:45 741	 1:start getImage
15:00:45 742	 2 getImage times:0
15:00:45 742	3  GrabFrame times:0,result=
15:00:45 794	 2 getImage times:1
15:00:45 794	3  GrabFrame times:1,result=
15:00:45 846	 2 getImage times:2
15:00:45 846	3  GrabFrame times:2,result=
15:00:45 899	 1:start getImage
15:00:45 900	 2 getImage times:0
15:00:45 900	3  GrabFrame times:0,result=
15:00:45 952	 2 getImage times:1
15:00:45 952	3  GrabFrame times:1,result=
15:00:46 004	 2 getImage times:2
15:00:46 004	3  GrabFrame times:2,result=
15:00:46 224	 1:start getImage
15:00:46 225	 2 getImage times:0
15:00:46 225	3  GrabFrame times:0,result=
15:00:46 276	 2 getImage times:1
15:00:46 276	3  GrabFrame times:1,result=
15:00:46 328	 2 getImage times:2
15:00:46 328	3  GrabFrame times:2,result=
15:00:46 381	 1:start getImage
15:00:46 382	 2 getImage times:0
15:00:46 382	3  GrabFrame times:0,result=
15:00:46 434	 2 getImage times:1
15:00:46 434	3  GrabFrame times:1,result=
15:00:46 486	 2 getImage times:2
15:00:46 486	3  GrabFrame times:2,result=
15:00:46 539	 1:start getImage
15:00:46 540	 2 getImage times:0
15:00:46 541	3  GrabFrame times:0,result=
15:00:46 592	 2 getImage times:1
15:00:46 592	3  GrabFrame times:1,result=
15:00:46 644	 2 getImage times:2
15:00:46 644	3  GrabFrame times:2,result=
15:00:46 697	 1:start getImage
15:00:46 698	 2 getImage times:0
15:00:46 698	3  GrabFrame times:0,result=
15:00:46 750	 2 getImage times:1
15:00:46 750	3  GrabFrame times:1,result=
15:00:46 802	 2 getImage times:2
15:00:46 802	3  GrabFrame times:2,result=
15:00:46 855	 1:start getImage
15:00:46 856	 2 getImage times:0
15:00:46 856	3  GrabFrame times:0,result=
15:00:46 908	 2 getImage times:1
15:00:46 908	3  GrabFrame times:1,result=
15:00:46 960	 2 getImage times:2
15:00:46 960	3  GrabFrame times:2,result=
15:00:47 013	 1:start getImage
15:00:47 014	 2 getImage times:0
15:00:47 014	3  GrabFrame times:0,result=
15:00:47 066	 2 getImage times:1
15:00:47 066	3  GrabFrame times:1,result=
15:00:47 118	 2 getImage times:2
15:00:47 118	3  GrabFrame times:2,result=
15:00:47 337	 1:start getImage
15:00:47 337	 2 getImage times:0
15:00:47 337	3  GrabFrame times:0,result=
15:00:47 389	 2 getImage times:1
15:00:47 390	3  GrabFrame times:1,result=
15:00:47 441	 2 getImage times:2
15:00:47 442	3  GrabFrame times:2,result=
15:00:47 494	 1:start getImage
15:00:47 495	 2 getImage times:0
15:00:47 495	3  GrabFrame times:0,result=
15:00:47 547	 2 getImage times:1
15:00:47 547	3  GrabFrame times:1,result=
15:00:47 599	 2 getImage times:2
15:00:47 599	3  GrabFrame times:2,result=
15:00:47 652	 1:start getImage
15:00:47 653	 2 getImage times:0
15:00:47 653	3  GrabFrame times:0,result=
15:00:47 705	 2 getImage times:1
15:00:47 705	3  GrabFrame times:1,result=
15:00:47 757	 2 getImage times:2
15:00:47 757	3  GrabFrame times:2,result=
15:00:47 810	 1:start getImage
15:00:47 811	 2 getImage times:0
15:00:47 811	3  GrabFrame times:0,result=
15:00:47 862	 2 getImage times:1
15:00:47 862	3  GrabFrame times:1,result=
15:00:47 914	 2 getImage times:2
15:00:47 914	3  GrabFrame times:2,result=
15:00:47 967	 1:start getImage
15:00:47 968	 2 getImage times:0
15:00:47 968	3  GrabFrame times:0,result=
15:00:48 020	 2 getImage times:1
15:00:48 020	3  GrabFrame times:1,result=
15:00:48 072	 2 getImage times:2
15:00:48 072	3  GrabFrame times:2,result=
15:00:48 125	 1:start getImage
15:00:48 126	 2 getImage times:0
15:00:48 126	3  GrabFrame times:0,result=
15:00:48 177	 2 getImage times:1
15:00:48 177	3  GrabFrame times:1,result=
15:00:48 229	 2 getImage times:2
15:00:48 229	3  GrabFrame times:2,result=
15:00:48 452	 1:start getImage
15:00:48 453	 2 getImage times:0
15:00:48 453	3  GrabFrame times:0,result=
15:00:48 504	 2 getImage times:1
15:00:48 504	3  GrabFrame times:1,result=
15:00:48 556	 2 getImage times:2
15:00:48 556	3  GrabFrame times:2,result=
15:00:48 609	 1:start getImage
15:00:48 610	 2 getImage times:0
15:00:48 610	3  GrabFrame times:0,result=
15:00:48 662	 2 getImage times:1
15:00:48 662	3  GrabFrame times:1,result=
15:00:48 714	 2 getImage times:2
15:00:48 714	3  GrabFrame times:2,result=
15:00:48 767	 1:start getImage
15:00:48 768	 2 getImage times:0
15:00:48 768	3  GrabFrame times:0,result=
15:00:48 820	 2 getImage times:1
15:00:48 821	3  GrabFrame times:1,result=
15:00:48 872	 2 getImage times:2
15:00:48 872	3  GrabFrame times:2,result=
15:00:48 925	 1:start getImage
15:00:48 926	 2 getImage times:0
15:00:48 926	3  GrabFrame times:0,result=
15:00:48 978	 2 getImage times:1
15:00:48 978	3  GrabFrame times:1,result=
15:00:49 030	 2 getImage times:2
15:00:49 030	3  GrabFrame times:2,result=
15:00:49 082	 1:start getImage
15:00:49 083	 2 getImage times:0
15:00:49 083	3  GrabFrame times:0,result=
15:00:49 135	 2 getImage times:1
15:00:49 135	3  GrabFrame times:1,result=
15:00:49 187	 2 getImage times:2
15:00:49 187	3  GrabFrame times:2,result=
15:00:49 240	 1:start getImage
15:00:49 241	 2 getImage times:0
15:00:49 241	3  GrabFrame times:0,result=
15:00:49 293	 2 getImage times:1
15:00:49 294	3  GrabFrame times:1,result=
15:00:49 345	 2 getImage times:2
15:00:49 345	3  GrabFrame times:2,result=
15:00:49 567	 1:start getImage
15:00:49 568	 2 getImage times:0
15:00:49 568	3  GrabFrame times:0,result=
15:00:49 620	 2 getImage times:1
15:00:49 620	3  GrabFrame times:1,result=
15:00:49 672	 2 getImage times:2
15:00:49 672	3  GrabFrame times:2,result=
15:00:49 725	 1:start getImage
15:00:49 726	 2 getImage times:0
15:00:49 726	3  GrabFrame times:0,result=
15:00:49 778	 2 getImage times:1
15:00:49 779	3  GrabFrame times:1,result=
15:00:49 830	 2 getImage times:2
15:00:49 830	3  GrabFrame times:2,result=
15:00:49 883	 1:start getImage
15:00:49 884	 2 getImage times:0
15:00:49 884	3  GrabFrame times:0,result=
15:00:49 936	 2 getImage times:1
15:00:49 936	3  GrabFrame times:1,result=
15:00:49 988	 2 getImage times:2
15:00:49 988	3  GrabFrame times:2,result=
15:00:50 041	 1:start getImage
15:00:50 042	 2 getImage times:0
15:00:50 042	3  GrabFrame times:0,result=
15:00:50 094	 2 getImage times:1
15:00:50 094	3  GrabFrame times:1,result=
15:00:50 146	 2 getImage times:2
15:00:50 146	3  GrabFrame times:2,result=
15:00:50 199	 1:start getImage
15:00:50 200	 2 getImage times:0
15:00:50 200	3  GrabFrame times:0,result=
15:00:50 252	 2 getImage times:1
15:00:50 252	3  GrabFrame times:1,result=
15:00:50 304	 2 getImage times:2
15:00:50 304	3  GrabFrame times:2,result=
15:00:50 357	 1:start getImage
15:00:50 358	 2 getImage times:0
15:00:50 359	3  GrabFrame times:0,result=
15:00:50 410	 2 getImage times:1
15:00:50 410	3  GrabFrame times:1,result=
15:00:50 462	 2 getImage times:2
15:00:50 462	3  GrabFrame times:2,result=
15:00:50 682	 1:start getImage
15:00:50 682	 2 getImage times:0
15:00:50 683	3  GrabFrame times:0,result=
15:00:50 734	 2 getImage times:1
15:00:50 734	3  GrabFrame times:1,result=
15:00:50 786	 2 getImage times:2
15:00:50 786	3  GrabFrame times:2,result=
15:00:50 842	 1:start getImage
15:00:50 844	 2 getImage times:0
15:00:50 845	3  GrabFrame times:0,result=
15:00:50 896	 2 getImage times:1
15:00:50 896	3  GrabFrame times:1,result=
15:00:50 948	 2 getImage times:2
15:00:50 948	3  GrabFrame times:2,result=
15:00:51 005	 1:start getImage
15:00:51 007	 2 getImage times:0
15:00:51 008	3  GrabFrame times:0,result=
15:00:51 060	 2 getImage times:1
15:00:51 060	3  GrabFrame times:1,result=
15:00:51 112	 2 getImage times:2
15:00:51 112	3  GrabFrame times:2,result=
15:00:51 166	 1:start getImage
15:00:51 166	 2 getImage times:0
15:00:51 167	3  GrabFrame times:0,result=
15:00:51 218	 2 getImage times:1
15:00:51 219	3  GrabFrame times:1,result=
15:00:51 270	 2 getImage times:2
15:00:51 271	3  GrabFrame times:2,result=
15:00:51 325	 1:start getImage
15:00:51 327	 2 getImage times:0
15:00:51 328	3  GrabFrame times:0,result=
15:00:51 380	 2 getImage times:1
15:00:51 381	3  GrabFrame times:1,result=
15:00:51 433	 2 getImage times:2
15:00:51 434	3  GrabFrame times:2,result=
15:00:51 487	 1:start getImage
15:00:51 488	 2 getImage times:0
15:00:51 488	3  GrabFrame times:0,result=
15:00:51 540	 2 getImage times:1
15:00:51 540	3  GrabFrame times:1,result=
15:00:51 592	 2 getImage times:2
15:00:51 593	3  GrabFrame times:2,result=
15:00:51 815	 1:start getImage
15:00:51 817	 2 getImage times:0
15:00:51 818	3  GrabFrame times:0,result=
15:00:51 870	 2 getImage times:1
15:00:51 870	3  GrabFrame times:1,result=
15:00:51 922	 2 getImage times:2
15:00:51 923	3  GrabFrame times:2,result=
15:00:51 976	 1:start getImage
15:00:51 977	 2 getImage times:0
15:00:51 977	3  GrabFrame times:0,result=
15:00:52 029	 2 getImage times:1
15:00:52 030	3  GrabFrame times:1,result=
15:00:52 081	 2 getImage times:2
15:00:52 082	3  GrabFrame times:2,result=
15:00:52 135	 1:start getImage
15:00:52 136	 2 getImage times:0
15:00:52 136	3  GrabFrame times:0,result=
15:00:52 188	 2 getImage times:1
15:00:52 190	3  GrabFrame times:1,result=
15:00:52 242	 2 getImage times:2
15:00:52 242	3  GrabFrame times:2,result=
15:00:52 295	 1:start getImage
15:00:52 296	 2 getImage times:0
15:00:52 296	3  GrabFrame times:0,result=
15:00:52 349	 2 getImage times:1
15:00:52 350	3  GrabFrame times:1,result=
15:00:52 402	 2 getImage times:2
15:00:52 402	3  GrabFrame times:2,result=
15:00:52 461	 1:start getImage
15:00:52 462	 2 getImage times:0
15:00:52 463	3  GrabFrame times:0,result=
15:00:52 514	 2 getImage times:1
15:00:52 515	3  GrabFrame times:1,result=
