16:45:29 326	 start loadBaseParameter
17:02:03 719	 2 getImage times:0
17:02:03 720	3  GrabFrame times:0,result=
17:02:03 725	 5 ImageProcess result=
17:02:03 728	7 finish getImage
17:02:03 729	 1:start getImage
17:02:03 730	 2 getImage times:0
17:02:03 742	3  GrabFrame times:0,result=
17:02:03 747	 5 ImageProcess result=
17:02:03 749	7 finish getImage
17:02:03 918	 1:start getImage
17:02:03 919	 2 getImage times:0
17:02:03 920	3  GrabFrame times:0,result=
17:02:03 924	 5 ImageProcess result=
17:02:03 927	7 finish getImage
17:02:03 929	 1:start getImage
17:02:03 930	 2 getImage times:0
17:02:03 942	3  GrabFrame times:0,result=
17:02:03 947	 5 ImageProcess result=
17:02:03 950	7 finish getImage
17:02:04 118	 1:start getImage
17:02:04 119	 2 getImage times:0
17:02:04 120	3  GrabFrame times:0,result=
17:02:04 124	 5 ImageProcess result=
17:02:04 127	7 finish getImage
17:02:04 128	 1:start getImage
17:02:04 130	 2 getImage times:0
17:02:04 142	3  GrabFrame times:0,result=
17:02:04 146	 5 ImageProcess result=
17:02:04 149	7 finish getImage
17:02:04 317	 1:start getImage
17:02:04 318	 2 getImage times:0
17:02:04 319	3  GrabFrame times:0,result=
17:02:04 324	 5 ImageProcess result=
17:02:04 327	7 finish getImage
17:02:04 328	 1:start getImage
17:02:04 329	 2 getImage times:0
17:02:04 341	3  GrabFrame times:0,result=
17:02:04 346	 5 ImageProcess result=
17:02:04 349	7 finish getImage
17:02:04 517	 1:start getImage
17:02:04 518	 2 getImage times:0
17:02:04 519	3  GrabFrame times:0,result=
17:02:04 523	 5 ImageProcess result=
17:02:04 526	7 finish getImage
17:02:04 528	 1:start getImage
17:02:04 529	 2 getImage times:0
17:02:04 541	3  GrabFrame times:0,result=
17:02:04 546	 5 ImageProcess result=
17:02:04 549	7 finish getImage
17:02:04 717	 1:start getImage
17:02:04 718	 2 getImage times:0
17:02:04 719	3  GrabFrame times:0,result=
17:02:04 723	 5 ImageProcess result=
17:02:04 726	7 finish getImage
17:02:04 728	 1:start getImage
17:02:04 729	 2 getImage times:0
17:02:04 742	3  GrabFrame times:0,result=
17:02:04 746	 5 ImageProcess result=
17:02:04 749	7 finish getImage
17:02:04 917	 1:start getImage
17:02:04 918	 2 getImage times:0
17:02:04 919	3  GrabFrame times:0,result=
17:02:04 923	 5 ImageProcess result=
17:02:04 926	7 finish getImage
17:02:04 928	 1:start getImage
17:02:04 929	 2 getImage times:0
17:02:04 942	3  GrabFrame times:0,result=
17:02:04 946	 5 ImageProcess result=
17:02:04 949	7 finish getImage
17:02:05 117	 1:start getImage
17:02:05 118	 2 getImage times:0
17:02:05 119	3  GrabFrame times:0,result=
17:02:05 124	 5 ImageProcess result=
17:02:05 127	7 finish getImage
17:02:05 128	 1:start getImage
17:02:05 129	 2 getImage times:0
17:02:05 142	3  GrabFrame times:0,result=
17:02:05 146	 5 ImageProcess result=
17:02:05 149	7 finish getImage
17:02:05 317	 1:start getImage
17:02:05 318	 2 getImage times:0
17:02:05 319	3  GrabFrame times:0,result=
17:02:05 324	 5 ImageProcess result=
17:02:05 327	7 finish getImage
17:02:05 329	 1:start getImage
17:02:05 329	 2 getImage times:0
17:02:05 342	3  GrabFrame times:0,result=
17:02:05 346	 5 ImageProcess result=
17:02:05 349	7 finish getImage
17:02:05 517	 1:start getImage
17:02:05 518	 2 getImage times:0
17:02:05 519	3  GrabFrame times:0,result=
17:02:05 523	 5 ImageProcess result=
17:02:05 526	7 finish getImage
17:02:05 528	 1:start getImage
17:02:05 529	 2 getImage times:0
17:02:05 542	3  GrabFrame times:0,result=
17:02:05 547	 5 ImageProcess result=
17:02:05 549	7 finish getImage
17:02:05 717	 1:start getImage
17:02:05 718	 2 getImage times:0
17:02:05 719	3  GrabFrame times:0,result=
17:02:05 723	 5 ImageProcess result=
17:02:05 726	7 finish getImage
17:02:05 728	 1:start getImage
17:02:05 728	 2 getImage times:0
17:02:05 742	3  GrabFrame times:0,result=
17:02:05 747	 5 ImageProcess result=
17:02:05 750	7 finish getImage
17:02:05 917	 1:start getImage
17:02:05 918	 2 getImage times:0
17:02:05 919	3  GrabFrame times:0,result=
17:02:05 924	 5 ImageProcess result=
17:02:05 927	7 finish getImage
17:02:05 928	 1:start getImage
17:02:05 929	 2 getImage times:0
17:02:05 941	3  GrabFrame times:0,result=
17:02:05 946	 5 ImageProcess result=
17:02:05 949	7 finish getImage
17:02:06 117	 1:start getImage
17:02:06 118	 2 getImage times:0
17:02:06 119	3  GrabFrame times:0,result=
17:02:06 123	 5 ImageProcess result=
17:02:06 126	7 finish getImage
17:02:06 128	 1:start getImage
17:02:06 129	 2 getImage times:0
17:02:06 141	3  GrabFrame times:0,result=
17:02:06 146	 5 ImageProcess result=
17:02:06 149	7 finish getImage
17:02:06 317	 1:start getImage
17:02:06 318	 2 getImage times:0
17:02:06 319	3  GrabFrame times:0,result=
17:02:06 324	 5 ImageProcess result=
17:02:06 327	7 finish getImage
17:02:06 328	 1:start getImage
17:02:06 329	 2 getImage times:0
17:02:06 341	3  GrabFrame times:0,result=
17:02:06 346	 5 ImageProcess result=
17:02:06 349	7 finish getImage
17:02:06 516	 1:start getImage
17:02:06 517	 2 getImage times:0
17:02:06 518	3  GrabFrame times:0,result=
17:02:06 522	 5 ImageProcess result=
17:02:06 525	7 finish getImage
17:02:06 527	 1:start getImage
17:02:06 528	 2 getImage times:0
17:02:06 542	3  GrabFrame times:0,result=
17:02:06 546	 5 ImageProcess result=
17:02:06 549	7 finish getImage
17:02:06 722	 1:start getImage
17:02:06 723	 2 getImage times:0
17:02:06 724	3  GrabFrame times:0,result=
17:02:06 729	 5 ImageProcess result=
17:02:06 731	7 finish getImage
17:02:06 733	 1:start getImage
17:02:06 734	 2 getImage times:0
17:02:06 742	3  GrabFrame times:0,result=
17:02:06 746	 5 ImageProcess result=
17:02:06 749	7 finish getImage
17:02:06 918	 1:start getImage
17:02:06 919	 2 getImage times:0
17:02:06 920	3  GrabFrame times:0,result=
17:02:06 924	 5 ImageProcess result=
17:02:06 927	7 finish getImage
17:02:06 929	 1:start getImage
17:02:06 929	 2 getImage times:0
17:02:06 942	3  GrabFrame times:0,result=
17:02:06 946	 5 ImageProcess result=
17:02:06 949	7 finish getImage
17:02:07 117	 1:start getImage
17:02:07 118	 2 getImage times:0
17:02:07 119	3  GrabFrame times:0,result=
17:02:07 124	 5 ImageProcess result=
17:02:07 127	7 finish getImage
17:02:07 128	 1:start getImage
17:02:07 129	 2 getImage times:0
17:02:07 142	3  GrabFrame times:0,result=
17:02:07 146	 5 ImageProcess result=
17:02:07 150	7 finish getImage
17:02:07 317	 1:start getImage
17:02:07 318	 2 getImage times:0
17:02:07 319	3  GrabFrame times:0,result=
17:02:07 323	 5 ImageProcess result=
17:02:07 326	7 finish getImage
17:02:07 328	 1:start getImage
17:02:07 329	 2 getImage times:0
17:02:07 342	3  GrabFrame times:0,result=
17:02:07 347	 5 ImageProcess result=
17:02:07 350	7 finish getImage
17:02:07 517	 1:start getImage
17:02:07 518	 2 getImage times:0
17:02:07 519	3  GrabFrame times:0,result=
17:02:07 524	 5 ImageProcess result=
17:02:07 528	7 finish getImage
17:02:07 529	 1:start getImage
17:02:07 530	 2 getImage times:0
17:02:07 542	3  GrabFrame times:0,result=
17:02:07 547	 5 ImageProcess result=
17:02:07 550	7 finish getImage
17:02:07 720	 1:start getImage
17:02:07 721	 2 getImage times:0
17:02:07 722	3  GrabFrame times:0,result=
17:02:07 727	 5 ImageProcess result=
17:02:07 730	7 finish getImage
17:02:07 731	 1:start getImage
17:02:07 732	 2 getImage times:0
17:02:07 741	3  GrabFrame times:0,result=
17:02:07 746	 5 ImageProcess result=
17:02:07 749	7 finish getImage
17:02:07 918	 1:start getImage
17:02:07 919	 2 getImage times:0
17:02:07 920	3  GrabFrame times:0,result=
17:02:07 925	 5 ImageProcess result=
17:02:07 928	7 finish getImage
17:02:07 929	 1:start getImage
17:02:07 930	 2 getImage times:0
17:02:07 941	3  GrabFrame times:0,result=
17:02:07 946	 5 ImageProcess result=
17:02:07 949	7 finish getImage
17:02:08 117	 1:start getImage
17:02:08 118	 2 getImage times:0
17:02:08 119	3  GrabFrame times:0,result=
17:02:08 123	 5 ImageProcess result=
17:02:08 126	7 finish getImage
17:02:08 128	 1:start getImage
17:02:08 129	 2 getImage times:0
17:02:08 141	3  GrabFrame times:0,result=
17:02:08 146	 5 ImageProcess result=
17:02:08 149	7 finish getImage
17:02:08 318	 1:start getImage
17:02:08 319	 2 getImage times:0
17:02:08 320	3  GrabFrame times:0,result=
17:02:08 324	 5 ImageProcess result=
17:02:08 327	7 finish getImage
17:02:08 329	 1:start getImage
17:02:08 330	 2 getImage times:0
17:02:08 342	3  GrabFrame times:0,result=
17:02:08 346	 5 ImageProcess result=
17:02:08 349	7 finish getImage
17:02:08 517	 1:start getImage
17:02:08 518	 2 getImage times:0
17:02:08 519	3  GrabFrame times:0,result=
17:02:08 523	 5 ImageProcess result=
17:02:08 526	7 finish getImage
17:02:08 528	 1:start getImage
17:02:08 529	 2 getImage times:0
17:02:08 542	3  GrabFrame times:0,result=
17:02:08 546	 5 ImageProcess result=
17:02:08 549	7 finish getImage
17:02:08 725	 1:start getImage
17:02:08 726	 2 getImage times:0
17:02:08 727	3  GrabFrame times:0,result=
17:02:08 732	 5 ImageProcess result=
17:02:08 734	7 finish getImage
17:02:08 736	 1:start getImage
17:02:08 737	 2 getImage times:0
17:02:08 742	3  GrabFrame times:0,result=
17:02:08 746	 5 ImageProcess result=
17:02:08 749	7 finish getImage
17:02:08 916	 1:start getImage
17:02:08 917	 2 getImage times:0
17:02:08 918	3  GrabFrame times:0,result=
17:02:08 922	 5 ImageProcess result=
17:02:08 925	7 finish getImage
17:02:08 927	 1:start getImage
17:02:08 927	 2 getImage times:0
17:02:08 942	3  GrabFrame times:0,result=
17:02:08 946	 5 ImageProcess result=
17:02:08 949	7 finish getImage
17:02:09 117	 1:start getImage
17:02:09 118	 2 getImage times:0
17:02:09 119	3  GrabFrame times:0,result=
17:02:09 123	 5 ImageProcess result=
17:02:09 126	7 finish getImage
17:02:09 128	 1:start getImage
17:02:09 129	 2 getImage times:0
17:02:09 142	3  GrabFrame times:0,result=
17:02:09 147	 5 ImageProcess result=
17:02:09 150	7 finish getImage
17:02:09 318	 1:start getImage
17:02:09 319	 2 getImage times:0
17:02:09 320	3  GrabFrame times:0,result=
17:02:09 325	 5 ImageProcess result=
17:02:09 328	7 finish getImage
17:02:09 329	 1:start getImage
17:02:09 330	 2 getImage times:0
17:02:09 342	3  GrabFrame times:0,result=
17:02:09 347	 5 ImageProcess result=
17:02:09 350	7 finish getImage
17:02:09 517	 1:start getImage
17:02:09 518	 2 getImage times:0
17:02:09 519	3  GrabFrame times:0,result=
17:02:09 524	 5 ImageProcess result=
17:02:09 526	7 finish getImage
17:02:09 528	 1:start getImage
17:02:09 529	 2 getImage times:0
17:02:09 541	3  GrabFrame times:0,result=
17:02:09 546	 5 ImageProcess result=
17:02:09 549	7 finish getImage
17:02:09 717	 1:start getImage
17:02:09 718	 2 getImage times:0
17:02:09 719	3  GrabFrame times:0,result=
17:02:09 723	 5 ImageProcess result=
17:02:09 726	7 finish getImage
17:02:09 728	 1:start getImage
17:02:09 728	 2 getImage times:0
17:02:09 741	3  GrabFrame times:0,result=
17:02:09 746	 5 ImageProcess result=
17:02:09 749	7 finish getImage
17:02:09 916	 1:start getImage
17:02:09 917	 2 getImage times:0
17:02:09 918	3  GrabFrame times:0,result=
17:02:09 922	 5 ImageProcess result=
17:02:09 925	7 finish getImage
17:02:09 927	 1:start getImage
17:02:09 928	 2 getImage times:0
17:02:09 942	3  GrabFrame times:0,result=
17:02:09 946	 5 ImageProcess result=
17:02:09 949	7 finish getImage
17:02:10 117	 1:start getImage
17:02:10 118	 2 getImage times:0
17:02:10 119	3  GrabFrame times:0,result=
17:02:10 123	 5 ImageProcess result=
17:02:10 126	7 finish getImage
17:02:10 128	 1:start getImage
17:02:10 129	 2 getImage times:0
17:02:10 142	3  GrabFrame times:0,result=
17:02:10 146	 5 ImageProcess result=
17:02:10 149	7 finish getImage
17:02:10 317	 1:start getImage
17:02:10 318	 2 getImage times:0
17:02:10 319	3  GrabFrame times:0,result=
17:02:10 323	 5 ImageProcess result=
17:02:10 326	7 finish getImage
17:02:10 328	 1:start getImage
17:02:10 329	 2 getImage times:0
17:02:10 342	3  GrabFrame times:0,result=
17:02:10 346	 5 ImageProcess result=
17:02:10 349	7 finish getImage
17:02:10 517	 1:start getImage
17:02:10 518	 2 getImage times:0
17:02:10 519	3  GrabFrame times:0,result=
17:02:10 524	 5 ImageProcess result=
17:02:10 527	7 finish getImage
17:02:10 529	 1:start getImage
17:02:10 529	 2 getImage times:0
17:02:10 542	3  GrabFrame times:0,result=
17:02:10 546	 5 ImageProcess result=
17:02:10 549	7 finish getImage
17:02:10 718	 1:start getImage
17:02:10 719	 2 getImage times:0
17:02:10 720	3  GrabFrame times:0,result=
17:02:10 724	 5 ImageProcess result=
17:02:10 728	7 finish getImage
17:02:10 729	 1:start getImage
17:02:10 730	 2 getImage times:0
17:02:10 742	3  GrabFrame times:0,result=
17:02:10 747	 5 ImageProcess result=
17:02:10 749	7 finish getImage
17:02:10 918	 1:start getImage
17:02:10 919	 2 getImage times:0
17:02:10 920	3  GrabFrame times:0,result=
17:02:10 924	 5 ImageProcess result=
17:02:10 928	7 finish getImage
17:02:10 929	 1:start getImage
17:02:10 930	 2 getImage times:0
17:02:10 942	3  GrabFrame times:0,result=
17:02:10 947	 5 ImageProcess result=
17:02:10 949	7 finish getImage
17:02:11 118	 1:start getImage
17:02:11 119	 2 getImage times:0
17:02:11 120	3  GrabFrame times:0,result=
17:02:11 124	 5 ImageProcess result=
17:02:11 126	7 finish getImage
17:02:11 128	 1:start getImage
17:02:11 129	 2 getImage times:0
17:02:11 142	3  GrabFrame times:0,result=
17:02:11 146	 5 ImageProcess result=
17:02:11 149	7 finish getImage
17:02:11 322	 1:start getImage
17:02:11 323	 2 getImage times:0
17:02:11 324	3  GrabFrame times:0,result=
17:02:11 329	 5 ImageProcess result=
17:02:11 332	7 finish getImage
17:02:11 333	 1:start getImage
17:02:11 334	 2 getImage times:0
17:02:11 341	3  GrabFrame times:0,result=
17:02:11 346	 5 ImageProcess result=
17:02:11 349	7 finish getImage
17:02:11 517	 1:start getImage
17:02:11 518	 2 getImage times:0
17:02:11 519	3  GrabFrame times:0,result=
17:02:11 523	 5 ImageProcess result=
17:02:11 526	7 finish getImage
17:02:11 528	 1:start getImage
17:02:11 528	 2 getImage times:0
17:02:11 541	3  GrabFrame times:0,result=
17:02:11 546	 5 ImageProcess result=
17:02:11 549	7 finish getImage
17:02:11 717	 1:start getImage
17:02:11 718	 2 getImage times:0
17:02:11 719	3  GrabFrame times:0,result=
17:02:11 723	 5 ImageProcess result=
17:02:11 726	7 finish getImage
17:02:11 728	 1:start getImage
17:02:11 729	 2 getImage times:0
17:02:11 742	3  GrabFrame times:0,result=
17:02:11 746	 5 ImageProcess result=
17:02:11 749	7 finish getImage
17:02:11 920	 1:start getImage
17:02:11 921	 2 getImage times:0
17:02:11 922	3  GrabFrame times:0,result=
17:02:11 926	 5 ImageProcess result=
17:02:11 929	7 finish getImage
17:02:11 931	 1:start getImage
17:02:11 932	 2 getImage times:0
17:02:11 942	3  GrabFrame times:0,result=
17:02:11 946	 5 ImageProcess result=
17:02:11 949	7 finish getImage
17:02:12 117	 1:start getImage
17:02:12 118	 2 getImage times:0
17:02:12 119	3  GrabFrame times:0,result=
17:02:12 124	 5 ImageProcess result=
17:02:12 127	7 finish getImage
17:02:12 129	 1:start getImage
17:02:12 129	 2 getImage times:0
17:02:12 142	3  GrabFrame times:0,result=
17:02:12 146	 5 ImageProcess result=
17:02:12 149	7 finish getImage
17:02:12 320	 1:start getImage
17:02:12 321	 2 getImage times:0
17:02:12 322	3  GrabFrame times:0,result=
17:02:12 327	 5 ImageProcess result=
17:02:12 330	7 finish getImage
17:02:12 331	 1:start getImage
17:02:12 332	 2 getImage times:0
17:02:12 342	3  GrabFrame times:0,result=
17:02:12 347	 5 ImageProcess result=
17:02:12 350	7 finish getImage
17:02:12 518	 1:start getImage
17:02:12 519	 2 getImage times:0
17:02:12 520	3  GrabFrame times:0,result=
17:02:12 525	 5 ImageProcess result=
17:02:12 528	7 finish getImage
17:02:12 529	 1:start getImage
17:02:12 530	 2 getImage times:0
17:02:12 542	3  GrabFrame times:0,result=
17:02:12 547	 5 ImageProcess result=
17:02:12 550	7 finish getImage
17:02:12 718	 1:start getImage
17:02:12 719	 2 getImage times:0
17:02:12 720	3  GrabFrame times:0,result=
17:02:12 725	 5 ImageProcess result=
17:02:12 728	7 finish getImage
17:02:12 729	 1:start getImage
17:02:12 730	 2 getImage times:0
17:02:12 742	3  GrabFrame times:0,result=
17:02:12 747	 5 ImageProcess result=
17:02:12 750	7 finish getImage
17:02:12 922	 1:start getImage
17:02:12 923	 2 getImage times:0
17:02:12 924	3  GrabFrame times:0,result=
17:02:12 929	 5 ImageProcess result=
17:02:12 932	7 finish getImage
17:02:12 934	 1:start getImage
17:02:12 934	 2 getImage times:0
17:02:12 941	3  GrabFrame times:0,result=
17:02:12 946	 5 ImageProcess result=
17:02:12 949	7 finish getImage
17:02:13 118	 1:start getImage
17:02:13 119	 2 getImage times:0
17:02:13 120	3  GrabFrame times:0,result=
17:02:13 125	 5 ImageProcess result=
