SN, MTFRes, SFR_Center, Corner_UL, Corner_UR, Corner_DL, Corner_DR,
A00006ABF24C1A0020-X_133042699_pass_srcImg, Fail, -1.000,71.429, -1.000, -1.000, -1.000,
