SN, TVLine_Center, Corner1_UL, Corner1_UR, Corner1_DL, Corner1_DR,Corner2_UL, Corner2_UR, Corner2_DL, Corner2_DR, Cross_UL, Corss_UR, Cross_DL, Cross_DR,
A00006ABF24C1A0020-X_133042699_pass_srcImg, 0,0, 0, 0, 0,0, 0, 0, 0,0, 0, 0, 0,
