SN,时间,灰阶四周比中心,灰阶四周差比四周均值,色图R四周比中心,色图R四周差比四周均值,色图G四周比中心,色图G四周差比四周均值,色图B四周比中心,色图B四周差比四周均值
产品SN,09：57：36,0,0,1.01151902111422,0.0114439569217191,1.00746616600892,0.00954440094626989,0.967333760022818,0.00954440094626989
产品SN,10：19：34,0,0,1.01151902111422,0.0114439569217191,1.00746616600892,0.00954440094626989,0.967333760022818,0.00954440094626989
产品SN,10：19：53,0.999155962664366,0.0087061859891666,0,0,0,0,0,0
产品SN,10：23：14,0,0,1.01151902111422,0.0114439569217191,1.00746616600892,0.00954440094626989,0.967333760022818,0.00954440094626989
